,Channel,Seller,Loan_Term,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Insurance%,Mortgage_Insurance_Type,Relocation_Indicator,Current_IR,Current_UPB,Mod_Ind,Term_bins,Current_Status,Origin_Month,Origin_Year,Months_Between_First_Payment_And_Origin_Date
5889,0,33,360,80,80,2,41,819,0,1,4,1,1,35,0,0,0,6.0,317374.44,0,30,1,9,2008,2
5890,1,3,360,69,69,1,39,790,0,1,4,1,1,33,0,0,0,6.75,167212.93,0,30,1,10,2008,2
5891,2,46,360,95,95,2,44,711,0,1,3,1,1,17,30,1,0,6.375,310290.92,0,30,1,9,2008,2
5892,2,3,180,85,85,1,43,715,0,1,4,1,0,1,6,1,0,6.375,33715.18,0,15,1,9,2008,1
5893,1,3,360,53,53,1,40,708,2,1,3,1,1,28,0,0,0,5.875,148506.99,0,30,1,8,2008,2
5894,0,46,360,80,80,1,52,741,0,2,0,1,1,39,0,0,0,5.75,261217.71,0,30,1,8,2008,2
5895,2,11,360,66,66,2,48,765,2,1,4,1,1,20,0,0,0,6.0,298185.56,0,30,1,8,2008,2
5896,1,26,360,80,80,1,54,763,0,1,4,1,0,41,0,0,0,6.875,189128.4,0,30,1,8,2008,2
5897,1,26,360,95,95,2,52,646,0,1,4,1,1,20,25,1,0,7.0,408323.63,0,30,2,10,2008,2
5898,1,26,360,90,90,1,29,731,2,1,0,1,1,15,17,1,0,6.5,310456.51,0,30,1,9,2008,2
5899,1,3,360,75,75,1,39,751,0,2,4,1,0,36,0,0,0,6.875,119869.82,0,30,2,9,2008,2
5900,1,26,360,80,80,1,41,784,0,2,4,1,2,28,0,0,0,5.625,385273.4,0,30,1,6,2008,2
5901,0,11,360,90,90,2,57,767,0,1,4,1,1,4,17,1,0,6.875,195480.66,0,30,1,8,2008,2
5902,1,10,360,65,65,1,13,737,0,0,4,1,0,23,0,0,0,7.0,71841.23,0,30,2,5,2008,2
5903,1,3,360,85,85,1,39,697,2,1,4,1,1,45,12,1,0,6.875,74179.7,0,30,1,10,2008,2
5904,1,10,360,95,95,2,41,760,2,1,0,1,1,50,30,1,0,6.0,177721.83,0,30,1,7,2008,2
5905,0,26,360,52,52,1,45,698,0,1,4,1,2,42,0,0,0,6.5,100003.09,0,30,1,8,2008,2
5906,1,46,360,71,71,2,38,778,0,1,4,1,2,9,0,0,0,6.375,223507.4,0,30,1,9,2008,1
5907,2,41,360,80,80,2,41,790,0,1,4,1,1,10,0,0,0,6.25,283803.39,0,30,1,9,2008,2
5908,2,31,360,84,84,2,49,741,0,1,0,1,1,35,12,1,0,6.25,321419.2,0,30,1,9,2008,2
5909,2,31,360,86,86,2,55,783,0,1,3,1,1,10,25,1,0,6.75,246846.08,0,30,1,9,2008,2
5910,0,26,360,74,74,2,34,809,0,2,4,1,1,4,0,0,0,5.875,547544.66,0,30,1,8,2008,2
5911,2,31,360,79,79,1,21,757,0,2,4,1,1,16,0,0,0,6.25,78172.38,0,30,1,7,2008,2
5912,1,10,360,11,11,2,40,708,0,0,4,1,1,27,0,0,0,6.875,94310.66,0,30,1,10,2008,2
5913,0,3,360,75,75,1,9,713,0,1,0,1,0,35,0,0,0,4.0,307951.52,1,30,0,9,2008,2
5914,1,19,360,95,95,1,44,701,0,1,4,1,1,15,25,1,0,2.0,364083.79,1,30,2,8,2008,2
5915,1,10,360,45,45,2,20,804,0,0,4,1,1,4,0,0,0,5.125,257646.97,0,30,1,4,2008,1
5916,1,3,180,60,60,2,47,657,0,2,4,1,1,37,0,0,0,5.0,95317.14,0,15,1,9,2008,3
5917,1,19,360,35,35,2,48,692,0,0,4,1,1,50,0,0,0,5.875,123697.16,0,30,1,8,2008,2
5918,2,3,360,80,80,1,14,771,0,1,4,1,2,45,0,0,0,6.875,52125.05,0,30,1,10,2008,2
5919,1,31,360,86,86,1,52,708,0,0,4,1,1,28,25,1,0,6.75,124506.98,0,30,1,9,2008,2
5920,2,31,360,97,97,1,44,714,0,1,4,1,1,44,35,1,0,6.25,62282.11,0,30,1,9,2008,2
5921,2,31,180,80,80,1,17,786,0,1,4,1,2,9,0,0,0,6.125,90006.49,0,15,1,11,2008,2
5922,1,16,360,80,80,2,42,799,2,1,0,1,1,20,0,0,0,5.875,256000.0,0,30,1,9,2008,1
5923,2,41,360,93,93,2,41,672,0,1,4,1,1,42,25,1,0,6.875,299481.42,0,30,2,9,2008,2
5924,0,2,360,85,85,1,39,782,0,1,4,1,0,6,12,1,0,7.5,125912.93,0,30,1,8,2008,2
5925,2,26,180,80,80,1,48,788,0,0,4,1,1,24,0,0,0,5.875,166588.48,0,15,1,9,2008,2
5926,2,3,360,57,57,2,30,804,0,2,4,1,1,4,0,0,0,6.25,329801.67,0,30,1,8,2008,3
5927,0,3,360,80,80,2,33,811,0,1,4,1,0,4,0,0,0,6.75,172052.46,0,30,1,10,2008,2
5928,0,10,360,52,65,2,42,779,0,2,0,1,1,4,0,0,0,6.0,462191.72,0,30,1,8,2008,2
5929,0,10,360,42,42,1,38,744,0,2,4,1,0,15,0,0,0,6.625,104678.19,0,30,1,8,2008,2
5930,2,26,240,72,72,2,44,757,0,2,4,1,1,33,0,0,0,5.75,67038.93,0,30,1,8,2008,2
5931,2,26,240,74,74,2,26,796,0,0,4,1,1,15,0,0,0,6.5,224715.33,0,30,1,9,2008,2
5932,2,31,360,97,97,1,60,726,2,1,3,1,1,50,35,1,0,6.875,329256.19,0,30,2,10,2008,3
5933,2,46,180,55,55,2,15,809,0,2,3,1,2,4,0,0,0,5.5,311595.38,0,15,1,9,2008,2
5934,0,41,360,90,90,1,41,751,0,1,4,1,1,19,25,1,0,6.25,259801.52,0,30,1,8,2008,2
5935,2,46,360,58,58,2,29,726,0,0,4,1,1,47,0,0,0,6.375,456671.24,0,30,1,8,2008,2
5936,2,46,360,37,37,2,15,781,0,1,4,1,1,13,0,0,1,6.125,97415.36,0,30,1,9,2008,2
5937,1,3,360,80,80,1,47,804,0,1,4,1,0,46,0,0,0,4.625,185235.65,1,30,0,9,2008,2
5938,2,3,360,80,80,1,64,709,0,1,0,1,1,42,0,0,0,6.5,33888.99,0,30,1,10,2008,2
5939,1,8,360,68,68,2,29,813,0,1,0,1,2,16,0,0,0,6.125,103672.37,0,30,1,9,2008,1
5940,2,35,360,95,95,1,31,695,0,1,3,1,1,39,25,1,0,6.5,240867.15,0,30,1,10,2008,2
5941,2,35,360,33,33,2,17,802,0,1,3,1,2,4,0,0,0,6.625,417000.0,0,30,1,10,2008,2
5942,1,46,180,80,80,1,12,690,2,1,4,1,1,37,0,0,0,6.5,26775.82,0,15,1,7,2008,2
5943,2,41,360,90,90,1,40,755,0,0,4,1,1,47,30,1,0,6.625,196052.38,0,30,1,9,2008,2
5944,2,26,360,72,72,1,52,727,0,0,3,1,1,4,0,0,0,6.0,195231.04,0,30,1,8,2008,2
5945,1,31,360,80,80,2,49,771,0,2,4,1,1,24,0,0,0,6.25,318154.38,0,30,1,9,2008,2
5946,2,31,180,69,69,2,52,584,0,2,4,1,1,2,0,0,0,6.625,66415.06,0,15,1,10,2008,2
5947,0,8,360,95,95,1,47,756,0,1,4,1,1,44,25,1,0,6.5,66209.75,0,30,0,7,2008,2
5948,0,31,360,75,75,1,20,605,0,0,4,1,1,21,0,0,0,4.0,115432.67,1,30,0,10,2008,3
5949,1,26,360,80,80,2,16,782,2,1,4,1,1,45,0,0,0,6.5,143102.37,0,30,1,9,2008,2
5950,2,3,360,85,85,1,26,788,2,1,1,1,1,35,12,1,0,6.875,222410.76,0,30,1,10,2008,2
5951,2,3,120,69,69,2,33,739,0,0,4,1,1,18,0,0,0,4.875,96062.52,0,15,1,9,2008,2
5952,1,19,360,80,90,2,30,715,0,2,0,1,1,24,0,0,0,5.875,137443.21,0,30,1,7,2008,2
5953,1,46,360,97,97,1,52,737,2,1,3,1,1,28,35,1,0,6.875,156125.15,0,30,1,9,2008,2
5954,1,3,360,95,95,2,39,735,0,1,4,1,1,38,25,1,0,6.5,245039.27,0,30,1,8,2008,2
5955,2,31,180,38,38,2,55,796,0,2,4,1,1,42,0,0,0,5.825,341000.0,0,15,1,11,2008,2
5956,2,3,360,80,80,2,52,771,0,0,4,1,0,39,0,0,0,7.25,88142.17,0,30,2,8,2008,2
5957,0,2,180,90,90,1,22,806,2,1,4,1,1,45,12,1,0,5.375,913.2,0,15,1,8,2008,2
5958,1,2,180,43,43,1,33,755,0,0,4,1,1,4,0,0,0,5.875,131230.33,0,15,1,10,2008,3
5959,2,3,360,80,80,2,38,701,0,1,3,1,0,47,0,0,0,7.25,238075.98,0,30,1,10,2008,2
5960,2,7,360,95,95,1,43,739,0,1,4,1,1,42,25,1,0,6.125,76390.04,0,30,0,8,2008,2
5961,2,26,120,80,80,1,53,762,0,0,4,1,1,18,0,0,0,5.5,182007.72,0,15,1,8,2008,2
5962,2,31,360,97,97,2,43,774,2,1,4,1,1,16,35,1,0,7.5,30985.1,0,30,0,9,2008,2
5963,2,26,360,80,80,2,21,775,0,0,4,1,1,14,0,0,0,6.625,211268.64,0,30,1,10,2008,2
5964,2,3,360,75,75,2,22,670,0,0,4,1,1,32,0,0,0,6.25,228349.0,0,30,1,11,2008,3
5965,1,26,360,75,75,2,26,616,0,0,4,1,1,51,0,0,0,6.0,232035.38,0,30,1,10,2008,2
5966,0,22,360,52,100,1,40,603,2,1,3,1,1,9,0,0,0,6.375,53800.79,0,30,0,10,2008,2
5967,2,31,360,80,80,2,46,740,0,1,4,1,1,19,0,0,0,6.25,129244.3,0,30,1,9,2008,2
5968,1,16,360,80,80,2,46,788,0,1,4,2,0,4,0,0,0,6.375,503249.03,0,30,1,8,2008,2
5969,1,10,360,50,50,2,51,650,0,0,4,1,1,20,0,0,0,6.25,151504.4,0,30,1,7,2008,2
5970,1,26,180,55,55,2,52,779,0,0,4,1,1,15,0,0,0,6.25,93296.06,0,15,1,8,2008,2
5971,0,2,360,80,80,1,25,809,0,1,0,1,1,23,0,0,0,6.5,142761.44,0,30,1,11,2008,2
5972,0,26,360,80,80,2,21,725,0,1,4,1,1,45,0,0,0,6.5,94282.07,0,30,1,10,2008,2
5973,0,41,360,60,80,2,26,781,2,1,4,1,1,4,0,0,0,6.25,620699.06,0,30,1,10,2008,2
5974,0,26,360,76,76,2,45,752,0,2,4,1,1,4,0,0,0,6.25,465480.83,0,30,1,9,2008,2
5975,1,19,360,75,75,2,54,758,0,1,4,1,1,34,0,0,0,6.25,135145.35,0,30,0,8,2008,2
5976,1,26,360,80,80,1,57,813,0,1,4,1,1,45,0,0,0,6.25,94550.81,0,30,1,8,2008,2
5977,2,41,360,80,80,1,44,780,2,1,0,1,1,47,0,0,0,6.25,217000.0,0,30,1,8,2008,2
5978,2,31,360,80,80,2,23,742,0,1,4,1,1,23,0,0,0,6.25,96611.49,0,30,1,11,2008,2
5979,1,3,360,55,55,2,48,709,0,2,4,1,1,4,0,0,0,5.5,293450.71,0,30,1,6,2008,2
5980,2,31,360,38,38,2,50,649,0,0,4,1,1,9,0,0,0,4.625,60435.51,1,30,0,9,2008,2
5981,0,31,180,75,75,1,22,795,0,0,3,1,0,45,0,0,0,6.875,61527.87,0,15,1,10,2008,2
5982,1,16,360,36,62,1,41,711,0,0,4,1,1,23,0,0,0,5.99,159000.0,0,30,1,7,2008,2
5983,1,19,360,50,50,2,13,606,2,1,4,1,1,42,0,0,0,6.5,64530.33,0,30,1,7,2008,2
5984,0,10,360,74,74,2,15,793,0,1,4,1,0,4,0,0,0,6.375,78990.0,0,30,1,10,2008,2
5985,1,3,360,78,78,1,52,782,0,1,4,1,1,20,0,0,0,6.0,417000.0,0,30,1,10,2008,2
5986,2,31,360,80,80,2,17,779,0,1,4,1,2,27,0,0,0,6.5,118839.09,0,30,1,10,2008,2
5987,1,26,360,80,80,1,44,813,0,1,4,1,0,3,0,0,0,6.75,134192.84,0,30,1,7,2008,2
5988,2,26,360,57,57,2,42,792,0,1,3,1,2,42,0,0,0,5.625,165191.37,0,30,1,8,2008,2
5989,0,16,360,80,80,2,41,747,0,1,4,1,0,32,0,0,0,7.25,189655.76,0,30,1,8,2008,2
5990,1,26,360,76,76,2,46,799,0,1,4,1,1,51,0,0,0,6.25,279614.03,0,30,1,10,2008,0
5991,1,26,360,70,70,1,44,716,0,1,3,1,0,4,0,0,0,6.875,207499.74,0,30,1,10,2008,2
5992,2,31,312,60,60,2,27,735,0,1,0,1,1,9,0,0,0,6.375,140464.86,0,30,1,8,2008,1
5993,0,31,360,78,78,2,34,806,0,1,4,1,1,43,0,0,0,6.125,217913.01,0,30,1,9,2008,2
5994,1,46,360,80,80,1,48,794,2,1,4,1,1,9,0,0,0,5.875,135727.78,0,30,1,8,2008,2
5995,1,10,360,27,27,2,46,612,0,0,4,4,1,35,0,0,0,7.25,199048.28,0,30,1,9,2008,2
5996,2,26,180,80,80,2,52,663,0,0,4,1,0,25,0,0,0,6.0,18515.57,0,15,0,10,2008,2
5997,1,26,360,80,80,1,32,745,2,1,4,1,1,51,0,0,0,6.375,114849.23,0,30,1,8,2008,2
5998,0,31,360,75,75,2,34,714,0,1,4,1,1,20,0,0,0,6.99,286276.33,0,30,1,8,2008,2
5999,0,46,360,79,79,1,35,798,0,2,4,1,1,29,0,0,0,6.375,240840.27,0,30,1,9,2008,2
6000,2,31,360,85,85,2,18,759,0,2,4,1,1,15,12,1,0,5.875,120462.78,0,30,1,7,2008,2
6001,1,3,360,70,70,1,29,779,2,1,0,1,1,15,0,0,0,6.75,42781.96,0,30,1,9,2008,2
6002,2,26,360,80,80,1,35,805,0,1,4,1,2,50,0,0,0,6.625,103178.14,0,30,0,10,2008,2
6003,2,10,360,76,90,2,46,718,2,1,4,1,1,50,0,0,1,4.0,333087.59,1,30,1,8,2008,2
6004,2,31,360,95,95,2,39,767,2,1,4,1,1,5,25,2,0,6.875,353161.85,0,30,1,9,2008,2
6005,2,26,180,54,54,1,37,710,0,2,4,1,1,15,0,0,0,5.5,120844.63,0,15,1,8,2008,2
6006,1,3,360,67,67,1,23,808,0,0,4,1,1,21,0,0,0,6.5,300000.0,0,30,1,10,2008,2
6007,1,10,360,95,95,1,40,690,2,1,0,1,1,3,30,1,0,7.0,189529.06,0,30,2,8,2008,2
6008,2,10,360,57,57,2,45,764,0,0,4,1,1,47,0,0,0,6.125,623638.58,0,30,1,8,2008,2
6009,0,3,180,85,85,2,34,706,0,2,4,1,1,23,6,1,0,6.125,89110.3,0,15,1,8,2008,2
6010,0,3,360,70,70,2,48,777,0,1,4,1,0,4,0,0,0,6.375,185454.03,0,30,1,10,2008,2
6011,0,2,360,80,80,1,61,693,2,1,4,1,1,25,0,0,0,6.5,93951.77,0,30,1,9,2008,2
6012,2,8,360,49,49,1,26,779,0,1,3,1,1,16,0,0,0,5.875,174716.32,0,30,1,8,2008,2
6013,2,10,240,58,58,2,44,711,0,0,4,1,1,45,0,0,0,6.625,135497.99,0,30,1,10,2008,2
6014,1,10,360,46,46,1,30,759,0,1,0,1,1,39,0,0,0,5.875,211596.66,0,30,1,8,2008,2
6015,0,10,360,67,67,1,44,686,0,2,3,1,1,4,0,0,0,6.125,492442.23,0,30,1,8,2008,2
6016,2,35,360,80,90,1,39,676,0,1,4,1,1,15,0,0,0,6.625,179006.87,0,30,1,8,2008,2
6017,2,3,360,80,80,2,10,775,0,0,0,1,0,4,0,0,0,7.25,111336.89,0,30,1,11,2008,2
6018,0,26,360,78,78,2,41,777,0,1,0,1,0,42,0,0,0,6.875,107789.87,0,30,1,9,2008,2
6019,0,41,360,90,90,1,51,784,0,1,4,1,1,36,17,1,0,6.25,68594.39,0,30,1,10,2008,2
6020,2,31,360,90,90,1,39,735,0,1,4,1,0,39,25,1,0,6.125,27364.23,0,30,1,9,2008,2
6021,2,19,360,79,79,1,45,808,0,1,4,1,1,4,0,0,0,6.5,233195.56,0,30,1,10,2008,2
6022,2,31,360,60,60,1,18,717,0,0,4,1,1,10,0,0,0,6.125,122832.04,0,30,1,9,2008,2
6023,2,46,360,90,90,1,38,748,2,1,4,1,1,4,25,1,0,4.0,90713.42,1,30,0,10,2008,2
6024,0,2,360,80,80,1,21,784,2,1,4,1,1,39,0,0,0,5.875,128581.5,0,30,1,8,2008,2
6025,2,35,360,65,65,2,35,800,0,1,3,1,1,36,0,0,0,5.625,246922.11,0,30,1,8,2008,2
6026,0,10,360,51,51,2,34,752,0,2,4,1,1,39,0,0,0,6.0,153068.56,0,30,1,8,2008,2
6027,2,46,360,75,75,2,34,800,0,2,3,1,1,47,0,0,0,6.0,486620.87,0,30,1,8,2008,2
6028,1,3,180,80,80,1,21,798,0,1,4,1,1,34,0,0,0,5.875,96541.68,0,15,1,10,2008,2
6029,2,26,180,80,80,2,63,658,0,0,3,1,1,50,0,0,0,6.75,343900.95,0,15,1,11,2008,2
6030,1,10,360,80,80,1,43,780,0,1,4,1,0,4,0,0,0,7.0,133388.47,0,30,1,10,2008,2
6031,2,3,360,90,90,1,27,719,0,0,4,1,1,22,25,2,0,6.25,195468.87,0,30,1,8,2008,2
6032,1,22,360,80,80,1,45,786,2,1,0,1,1,35,0,0,0,6.0,160086.68,0,30,1,8,2008,2
6033,0,7,360,68,68,1,23,825,0,1,4,1,1,33,0,0,0,5.875,71411.1,0,30,0,7,2008,2
6034,1,46,360,79,79,2,51,777,0,1,4,1,1,25,0,0,0,5.875,284489.84,0,30,1,8,2008,2
6035,1,31,180,48,48,2,32,793,0,1,4,1,1,13,0,0,0,5.875,63706.95,0,15,1,10,2008,2
6036,0,46,180,58,58,1,42,657,0,0,4,1,1,24,0,0,0,6.125,46711.36,0,15,1,8,2008,2
6037,2,41,240,65,65,2,39,668,0,0,4,1,1,9,0,0,0,6.75,121737.96,0,30,1,10,2008,2
6038,1,2,360,68,68,2,28,812,0,1,4,1,1,28,0,0,0,6.25,198256.11,0,30,1,10,2008,2
6039,2,31,360,53,53,2,58,732,0,2,4,1,1,51,0,0,0,6.5,200000.0,0,30,1,9,2008,2
6040,1,46,360,80,80,1,45,703,0,0,3,1,1,9,0,0,0,6.25,236701.71,0,30,1,8,2008,2
6041,0,8,360,88,88,2,54,751,0,1,4,1,1,5,25,1,0,5.75,191021.73,0,30,1,6,2008,2
6042,1,46,360,80,80,2,32,790,0,1,0,1,2,28,0,0,0,6.375,112582.55,0,30,1,7,2008,2
6043,0,2,360,80,80,1,40,698,0,1,0,1,1,4,0,0,0,6.25,171007.98,0,30,1,11,2008,2
6044,2,31,360,80,84,2,39,788,0,2,4,1,1,23,0,0,0,5.625,186110.8,0,30,1,5,2008,2
6045,1,26,360,90,90,1,39,698,0,1,3,1,1,15,25,1,0,7.0,192663.9,0,30,2,6,2008,2
6046,1,3,360,87,87,2,41,653,2,1,3,1,1,32,17,1,0,6.5,249149.08,0,30,1,10,2008,2
6047,2,26,180,80,80,2,31,729,0,0,3,1,1,45,0,0,0,5.625,252641.63,0,15,1,9,2008,2
6048,2,19,180,80,80,1,41,684,0,0,4,1,1,35,0,0,0,5.625,190362.35,0,15,1,9,2008,2
6049,1,3,360,52,52,1,35,788,2,1,3,1,1,50,0,0,0,6.25,125451.85,0,30,1,10,2008,2
6050,0,2,240,70,70,2,23,797,0,2,4,1,1,39,0,0,0,5.875,102145.38,0,30,1,7,2008,2
6051,1,46,360,73,73,1,29,789,2,1,4,1,1,24,0,0,0,5.75,169671.88,0,30,1,8,2008,2
6052,2,41,360,80,80,2,35,709,0,1,3,1,1,28,0,0,0,6.75,174000.0,0,30,1,10,2008,2
6053,2,26,180,80,80,1,34,694,0,0,4,1,1,37,0,0,0,6.375,80981.65,0,15,1,11,2008,2
6054,2,10,240,80,80,1,17,767,0,0,4,1,1,49,0,0,0,6.5,177007.48,0,30,1,9,2008,2
6055,1,3,180,49,49,1,45,632,0,0,4,1,1,1,0,0,0,5.875,51291.03,0,15,1,8,2008,2
6056,0,41,180,37,37,1,36,807,0,1,4,1,1,39,0,0,0,5.5,110621.38,0,15,1,8,2008,2
6057,1,46,360,75,75,1,19,776,0,0,4,1,1,44,0,0,0,6.375,148761.91,0,30,1,8,2008,2
6058,0,11,360,90,90,1,36,802,2,1,4,1,1,4,17,1,0,6.0,309871.26,0,30,1,8,2008,2
6059,2,3,360,72,72,1,32,595,0,2,4,1,1,10,0,0,0,7.5,412148.15,0,30,1,8,2008,1
6060,2,3,360,80,80,2,33,725,0,0,3,1,1,50,0,0,0,6.5,202980.52,0,30,1,9,2008,2
6061,1,26,360,80,80,1,49,790,2,1,3,1,1,4,0,0,0,5.875,404182.11,0,30,1,7,2008,2
6062,1,19,180,66,66,1,41,760,0,2,4,4,1,27,0,0,0,6.375,139000.0,0,15,1,10,2008,2
6063,2,3,360,72,80,1,44,767,0,2,4,1,1,10,0,0,0,5.875,138000.0,0,30,1,9,2008,2
6064,2,46,180,80,90,2,22,747,0,0,4,1,1,32,0,0,0,6.0,144681.6,0,15,1,10,2008,2
6065,1,16,360,67,67,1,34,745,0,0,0,1,0,50,0,0,0,6.375,185154.6,0,30,2,8,2008,2
6066,1,26,360,95,95,1,53,700,0,1,4,1,1,4,30,1,0,2.0,287171.28,1,30,1,10,2008,2
6067,2,26,360,79,79,1,46,772,0,2,4,1,1,10,0,0,0,6.375,121065.58,0,30,1,8,2008,2
6068,0,26,360,80,80,1,27,804,0,1,4,1,1,35,0,0,0,6.375,102516.02,0,30,1,8,2008,1
6069,1,3,360,80,80,1,23,789,2,1,3,1,1,21,0,0,0,6.49,297418.64,0,30,1,8,2008,2
6070,0,26,360,95,95,2,53,754,0,1,4,1,1,39,25,1,0,6.75,89314.18,0,30,1,10,2008,2
6071,1,46,360,80,80,2,44,776,0,1,4,1,1,10,0,0,0,5.875,136167.82,0,30,1,7,2008,2
6072,0,16,360,76,76,1,44,746,0,0,0,1,1,9,0,0,0,5.0,158504.97,1,30,0,11,2008,2
6073,0,2,360,80,80,2,48,780,0,1,0,1,2,28,0,0,0,6.125,119289.67,0,30,1,11,2008,2
6074,1,31,180,80,80,2,28,642,0,0,4,1,1,19,0,0,0,6.625,47069.71,1,15,0,9,2008,2
6075,1,10,360,70,70,1,39,587,0,0,4,1,1,21,0,0,0,3.5,197469.11,1,30,0,7,2008,2
6076,1,22,360,80,80,2,41,680,0,1,4,2,1,35,0,0,0,5.75,378151.23,0,30,1,9,2008,2
6077,1,10,360,80,80,2,41,730,0,0,4,1,1,4,0,0,0,5.875,282168.25,0,30,1,8,2008,2
6078,0,31,360,58,58,2,17,797,0,2,4,1,1,36,0,0,0,5.875,137884.91,0,30,1,9,2008,3
6079,1,46,360,80,80,1,52,741,0,1,3,1,1,47,0,0,0,6.625,214204.0,0,30,1,10,2008,2
6080,0,2,360,58,93,2,49,790,0,2,3,1,1,5,0,0,0,6.25,286281.78,0,30,1,9,2008,2
6081,2,46,360,64,64,2,49,646,0,2,4,1,1,24,0,0,0,6.125,117770.5,0,30,0,8,2008,2
6082,2,31,360,80,80,2,24,775,2,1,4,1,1,36,0,0,0,6.25,231649.52,0,30,1,9,2008,2
6083,0,7,360,73,73,1,46,668,0,2,4,1,1,4,0,0,0,6.25,124396.01,0,30,1,7,2008,2
6084,0,46,240,31,31,1,32,795,0,0,4,1,1,4,0,0,0,5.375,174500.7,0,30,1,8,2008,2
6085,1,16,360,80,80,1,56,678,0,0,4,1,1,42,0,0,0,7.0,242068.94,0,30,1,7,2008,2
6086,0,41,360,77,88,1,19,717,0,2,4,1,1,39,0,0,0,6.0,140448.12,0,30,2,8,2008,3
6087,1,19,360,90,90,1,62,771,2,1,4,1,1,20,17,1,0,6.125,317696.47,0,30,1,8,2008,2
6088,0,26,360,80,80,2,49,708,0,1,4,1,0,28,0,0,0,7.25,55372.23,0,30,1,9,2008,2
6089,2,46,360,80,80,2,23,789,2,1,4,1,1,36,0,0,0,6.5,149445.15,0,30,1,10,2008,2
6090,0,8,360,80,80,1,25,763,0,0,4,1,0,4,0,0,0,6.5,106814.66,0,30,1,8,2008,2
6091,1,26,180,66,66,1,45,796,0,1,4,1,0,19,0,0,0,5.875,37243.4,0,15,1,7,2008,2
6092,1,46,360,90,90,1,44,720,0,1,4,1,2,42,25,1,0,5.75,121258.84,0,30,1,8,2008,2
6093,1,10,360,80,80,1,16,651,0,1,0,1,1,9,0,0,0,6.875,201660.56,0,30,1,8,2008,2
6094,2,26,120,90,90,1,39,774,0,0,4,1,1,16,12,1,0,6.5,54087.77,0,15,1,9,2008,2
6095,1,31,180,41,41,2,49,816,0,2,4,1,1,51,0,0,0,5.5,145873.9,0,15,1,7,2008,2
6096,0,26,360,73,73,2,38,721,0,2,4,1,1,4,0,0,0,6.375,417000.0,0,30,1,11,2008,2
6097,1,46,120,67,67,2,35,751,0,0,4,1,1,36,0,0,0,5.5,53494.57,0,15,1,9,2008,2
6098,1,26,360,90,90,1,54,698,0,1,4,1,2,45,25,1,0,7.125,71664.65,0,30,1,9,2008,2
6099,2,31,360,80,80,1,32,816,2,1,4,1,1,2,0,0,0,5.875,102876.71,0,30,1,8,2008,2
6100,2,3,360,44,44,2,14,772,0,0,4,1,1,4,0,0,0,6.125,301000.0,0,30,1,8,2008,3
6101,0,3,360,95,95,1,45,725,2,1,3,1,1,46,25,2,0,6.75,217043.49,0,30,1,9,2008,2
6102,2,46,360,62,62,2,20,785,0,1,3,1,1,25,0,0,1,5.375,232587.15,0,30,1,8,2008,2
6103,2,46,360,43,43,2,48,674,0,0,4,1,1,22,0,0,0,6.375,178986.29,0,30,1,10,2008,2
6104,1,31,360,97,97,2,46,758,0,1,4,1,1,13,35,1,0,6.625,107423.49,0,30,1,10,2008,2
6105,1,10,240,79,79,1,36,785,0,2,4,1,1,15,0,0,0,7.0,166000.0,0,30,1,7,2008,2
6106,1,3,360,45,45,1,58,808,0,1,0,1,1,36,0,0,0,6.375,66142.79,0,30,0,9,2008,2
6107,0,3,360,74,74,2,28,772,0,2,4,1,1,50,0,0,0,6.375,484000.0,0,30,1,8,2008,2
6108,1,10,180,95,95,2,29,788,2,1,4,1,1,17,25,1,0,6.0,28283.28,0,15,1,7,2008,2
6109,2,26,180,59,59,2,38,752,0,0,4,1,1,32,0,0,0,5.625,390394.64,0,15,1,10,2008,2
6110,0,31,360,56,56,1,42,601,0,0,4,1,1,32,0,0,0,6.375,200000.0,0,30,1,8,2008,2
6111,2,26,360,65,65,1,60,744,0,0,4,1,1,15,0,0,0,6.0,232607.95,0,30,1,7,2008,2
6112,2,31,360,95,95,1,36,797,0,1,0,1,1,36,30,1,0,5.875,147516.92,0,30,1,8,2008,2
6113,1,10,180,80,90,2,26,784,2,1,4,1,1,13,0,0,0,5.75,157087.39,0,15,1,8,2008,2
6114,2,10,360,80,80,1,49,736,0,0,3,1,1,34,0,0,0,5.0,265960.29,1,30,2,9,2008,3
6115,1,10,360,71,71,2,35,581,0,2,4,1,1,47,0,0,0,6.875,133212.64,0,30,0,9,2008,2
6116,0,2,360,70,70,1,29,706,0,0,4,1,1,20,0,0,0,6.0,417000.0,0,30,1,7,2008,2
6117,2,35,360,80,80,2,29,778,0,1,4,1,1,36,0,0,0,5.99,161451.91,0,30,1,7,2008,2
6118,2,46,360,80,80,1,33,712,0,1,4,1,0,9,0,0,0,6.5,63743.09,0,30,1,7,2008,2
6119,1,26,360,75,75,1,50,629,2,1,0,1,1,9,0,0,0,7.125,227450.97,0,30,2,9,2008,2
6120,1,19,360,90,90,1,48,665,0,1,4,1,1,4,25,1,0,6.75,130935.82,0,30,1,9,2008,2
6121,2,26,360,78,78,2,42,720,0,0,4,1,1,5,0,0,0,5.99,148529.25,0,30,1,9,2008,2
6122,2,7,360,74,74,1,39,756,0,1,4,1,1,9,0,0,0,5.875,120147.55,0,30,1,7,2008,2
